Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Casagrandi R., Guariso G.","Impact of ICT in Environmental Sciences: A citation analysis 1990-2007",2009,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-62349107922&doi=10.1016%2fj.envsoft.2008.11.013&partnerID=40&md5=36747377ec2e1ae0664aa488fc2cec6f","European Commission","Final"
"Padberg M., Rinaldi G.","Branch-and-cut approach to a variant of the traveling salesman problem",1988,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024069590&doi=10.2514%2f3.20336&partnerID=40&md5=39e60777cbe5ae59470d9aa4ddb75e0a","National Science Foundation

Office of Naval Research","Final"
"Serruys P.W., Chichareon P., Modolo R., Leaman D.M., Reiber J.H.C., Emanuelsson H., di Mario C., Pijls N.H.J., Morel M.-A., Valgimigli M., Farooq V., van Klaveren D., Capodanno D., Andreini D., Bourantas C.V., Davies J., Banning A.P., Escaned J., Piek J.J., Echavarria-Pinto M., Taylor C.A., Thomsen B., Collet C., Pompilio G., Bartorelli A.L., Glocker B., Dressler O., Stone G.W., Onuma Y.","The SYNTAX score on its way out or … towards artificial intelligence: Part II",2021,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085156947&doi=10.4244%2feij-d-19-00543b&partnerID=40&md5=8b80351ced84273928f8931ce0713893","Bayer

GlaxoSmithKline

Medtronic

Chiesi Farmaceutici

Boston Scientific Corporation

Abbott Vascular

UK Research and Innovation

Engineering and Physical Sciences Research Council

National Institute for Health Research

European Commission

Fundação de Amparo à Pesquisa do Estado de São Paulo

Daiichi Sankyo Company

Innovate UK","Final"
"Woschank M., Rauch E., Zsifkovits H.","A review of further directions for artificial intelligence, machine learning, and deep learning in smart logistics",2020,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085952920&doi=10.3390%2fsu12093760&partnerID=40&md5=2435449cffd26ad107403ed5ddaf7ec2","H2020 Marie Skłodowska-Curie Actions","Final"
"D'Alonzo V., Novelli A., Vaccaro R., Vettorato D., Albatici R., Diamantini C., Zambelli P.","A bottom-up spatially explicit methodology to estimate the space heating demand of the building stock at regional scale",2020,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074795397&doi=10.1016%2fj.enbuild.2019.109581&partnerID=40&md5=a4c551d36e81aeca684d8b2963ab6b5d","European Regional Development Fund","Final"
"Banchs A., Gutierrez-Estevez D.M., Fuentes M., Boldi M., Provvedi S.","A 5G Mobile Network Architecture to Support Vertical Industries",2019,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076692128&doi=10.1109%2fMCOM.001.1900258&partnerID=40&md5=5c46513b21fadb5b7e7ff85905479332","Horizon 2020 Framework Programme","Final"
"Massidda L., Marrocu M.","Smart meter forecasting from one minute to one year horizons",2018,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059523586&doi=10.3390%2fen11123520&partnerID=40&md5=c29b8618a8241b7e90d77ae1c9b5603d","Horizon 2020 Framework Programme

Horizon 2020","Final"
"Caballo M., Fedon C., Brombal L., Mann R., Longo R., Sechopoulos I.","Development of 3D patient-based super-resolution digital breast phantoms using machine learning",2018,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056308841&doi=10.1088%2f1361-6560%2faae78d&partnerID=40&md5=f2deab49c4246e2c5d210f25b2d437f3","National Institutes of Health

National Cancer Institute

Susan G. Komen for the Cure

Istituto Nazionale di Fisica Nucleare","Final"
"Sebastio S., Amoretti M., Lafuente A.L., Scala A.","A holistic approach for collaborative workload execution in volunteer clouds",2018,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042922949&doi=10.1145%2f315533&partnerID=40&md5=7630453ed2288d2a86a1e17feb443ee2","National Science Foundation

Institut national de recherche en informatique et en automatique (INRIA)

Università di Bologna

Università degli Studi di Messina","Final"
"Castelli F., Michieletto S., Ghidoni S., Pagello E.","A machine learning-based visual servoing approach for fast robot control in industrial setting",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039919084&doi=10.1177%2f1729881417738884&partnerID=40&md5=706abef3c66f4029c0d7c26e64dc3ee7","Seventh Framework Programme","Final"
"Corucci F., Cheney N., Kriegman S., Bongard J., Laschi C.","Evolutionary Developmental Soft Robotics As a Framework to Study Intelligence and Adaptive Behavior in Animals and Plants",2017,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050586494&doi=10.3389%2ffrobt.2017.00034&partnerID=40&md5=561f691ce304040f5e16b22393dad4af","National Science Foundation

National Aeronautics and Space Administration

Army Research Office

Seventh Framework Programme

European Commission

Seventh Framework Programme","Final"
"Liu G., Yan Y., Subramanian R., Song J., Lu G., Sebe N.","Active domain adaptation with noisy labels for multimedia analysis",2016,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958122177&doi=10.1007%2fs11280-015-0343-3&partnerID=40&md5=247f61a240354a4f1ef565e7a750848b","Agency for Science, Technology and Research

Ministero dell’Istruzione, dell’Università e della Ricerca

European Commission","Final"
"Caroprese L., Trubitsyna I., Truszczyński M., Zumpano E.","A measure of arbitrariness in abductive explanations",2014,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992232468&doi=10.1017%2fS1471068414000271&partnerID=40&md5=8b7886029d678e019cfc30e881c284d5","National Science Foundation","Final"
"Adamczyk M., Sankowski P., Zhang Q.","Efficiency of truthful and symmetric mechanisms in one-sided matching",2014,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921524039&doi=10.1007%2f978-3-662-44803-8_2&partnerID=40&md5=ca8514820dfff62238e99b66a302038a","European Research Council

Narodowe Centrum Nauki","Final"
"Bekiros S.D.","Sign prediction and volatility dynamics with hybrid neurofuzzy approaches",2011,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655163799&doi=10.1109%2fTNN.2011.2169497&partnerID=40&md5=845d0b77d400ee68fbc92b69901fd1cd","Seventh Framework Programme","Final"
"Antoniotti M., Carreras M., Antonella F., Mauri G., Merico D., Zoppis I.","An application of kernel methods to gene cluster temporal meta-analysis",2010,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73449096437&doi=10.1016%2fj.cor.2009.03.011&partnerID=40&md5=2e72f0e0c327dbb298a51cb0b2f139d7","European Commission

Università degli Studi di Milano-Bicocca","Final"
"Kelleher G., Cavichiollo P.","Supporting rescheduling using CSP, RMS and POB-an example application",2001,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035418258&doi=10.1023%2fA%3a1011267400804&partnerID=40&md5=3f76312bf456e17fe63e2f3920297c4f","European Commission","Final"
"Magni P., Bellazzi R.","Dt-Planner: An environment for managing dynamic decision problems",1997,6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031282237&doi=10.1016%2fS0169-2607%2897%2900044-8&partnerID=40&md5=b05dbdaf29604da91659742acd2d4aff","European Commission","Final"
"Lodi M., Shilnikov A.L., Storace M.","Design Principles for Central Pattern Generators with Preset Rhythms",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087102389&doi=10.1109%2fTNNLS.2019.2945637&partnerID=40&md5=6ce0322c766638a9ea9a3a6b27496d30","National Science Foundation

Georgia State University

Università degli Studi di Genova

Russian Science Foundation","Final"
"Brunetti F., Matt D.T., Bonfanti A., De Longhi A., Pedrini G., Orzes G.","Digital transformation challenges: strategies emerging from a multi-stakeholder approach",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083843630&doi=10.1108%2fTQM-12-2019-0309&partnerID=40&md5=55a44517c97ce14731032f78cba34d40","Interreg

European Regional Development Fund","Final"
"Lodin I., Eriksson L.O., Forsell N., Korosuo A.","Combining climate change mitigation scenarios with current forest owner behavior: A scenario study from a region in southern sweden",2020,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082293114&doi=10.3390%2ff11030346&partnerID=40&md5=f8c877d01240297ff5c257e2d8c9c372","Sveriges Lantbruksuniversitet

Horizon 2020","Final"
"Nanda R., Siragusa G., Di Caro L., Boella G., Grossio L., Gerbaudo M., Costamagna F.","Unsupervised and supervised text similarity systems for automated identification of national implementing measures of European directives",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055871100&doi=10.1007%2fs10506-018-9236-y&partnerID=40&md5=ce60455bd238fef5965069c7322829ed","Horizon 2020 Framework Programme","Final"
"Scala A., Facchini A., Perna U., Basosi R.","Portfolio analysis and geographical allocation of renewable sources: A stochastic approach",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056177445&doi=10.1016%2fj.enpol.2018.10.034&partnerID=40&md5=eeeab467da11fde81ee25b0d47ff48a7","European Commission

Erzincan Üniversitesi","Final"
"Colla V., Matino I., Dettori S., Petrucciani A., Zaccara A., Weber V., Salame S., Zapata N., Bastida S., Wolff A., Speets R., Romaniello L.","Assessing the efficiency of the off-gas network management in integrated steelworks",2019,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063492284&doi=10.1051%2fmattech%2f2018068&partnerID=40&md5=aa4fb3cf88e51b5747a0369c78268230","Georgia Academy of Science

Research Fund for Coal and Steel","Final"
"Liu F.-L., Zhang B.-W., Ciucci D., Wu W.-Z., Min F.","A comparison study of similarity measures for covering-based neighborhood classifiers",2018,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043765914&doi=10.1016%2fj.ins.2018.03.030&partnerID=40&md5=5fa932ae39cff5efecad587a5eb60e12","National Natural Science Foundation of China

Natural Science Foundation of Zhejiang Province","Final"
"Lungaroni M., Murari A., Peluso E., Vega J., Farias G., Gelfusa M., JET Contributors","On the potential of ruled-based machine learning for disruption prediction on JET",2018,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044164301&doi=10.1016%2fj.fusengdes.2018.02.087&partnerID=40&md5=173bf22dc0f0522e5024bcca382cd30b","H2020 Euratom

Fondo Nacional de Desarrollo Científico y Tecnológico

Ministerio de Economía y Competitividad","Final"
"Zendehboudi A., Angrisani G., Li X.","Parametric studies of silica gel and molecular sieve desiccant wheels: Experimental and modeling approaches",2018,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039950703&doi=10.1016%2fj.icheatmasstransfer.2017.12.002&partnerID=40&md5=5f19b51ad01692d27475d8b5d3e04694","National Natural Science Foundation of China","Final"
"Fazzolari M., Cozza V., Petrocchi M., Spognardi A.","A Study on Text-Score Disagreement in Online Reviews",2017,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026501769&doi=10.1007%2fs12559-017-9496-y&partnerID=40&md5=e59e090854e197e0cf9d52d61659282a","Horizon 2020 Framework Programme","Final"
"Morales A., Ferrer M.A., Cappelli R., Maltoni D., Fierrez J., Ortega-Garcia J.","Synthesis of large scale hand-shape databases for biometric applications",2015,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945409764&doi=10.1016%2fj.patrec.2015.09.011&partnerID=40&md5=81f520fe022207222a11fcfaeb38dd75","Seventh Framework Programme

European Commission

Ministerio de Educación, Cultura y Deporte

Ministerio de Economía y Competitividad","Final"
"Carli G., Canavari M., Grandi A.","Introducing activity-based costing in farm management: The design of the FarmBO system",2014,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919494310&doi=10.4018%2fijaeis.2014100104&partnerID=40&md5=e9da08297ddbb8fa7ac9690d760e18ae","Ministero delle Politiche Agricole Alimentari e Forestali

Seventh Framework Programme","Final"
"Han N., Dol Z., Vasieva O., Hyde R., Liloglou T., Raji O., Brambilla E., Brambilla C., Martinet Y., Sozzi G., Risch A., Montuenga L.M., Brass A., Field J.K.","Progressive lung cancer determined by expression profiling and transcriptional regulation",2012,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862901136&doi=10.3892%2fijo.2012.1421&partnerID=40&md5=2be3de523a649182815dbbfcbdb3e061","Seventh Framework Programme","Final"
"Salah A.A., Gevers T., Sebe N., Vinciarelli A.","Computer vision for ambient intelligence",2011,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960775675&doi=10.3233%2fAIS-2011-0113&partnerID=40&md5=3cf98610ec572a0a48985601ee788690","Seventh Framework Programme","Final"
"Leporati A., Ferretti C., Mauri G., Pérez-Jiménez M.J., Zandron C.","Complexity aspects of polarizationless membrane systems",2009,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-76849087979&doi=10.1007%2fs11047-008-9100-1&partnerID=40&md5=cab12bf07db6453aeb263f89b630d787","Junta de Andalucía

Ministero dell’Istruzione, dell’Università e della Ricerca

European Regional Development Fund","Final"
"Eiter T., Lukasiewicz T.","Complexity results for explanations in the structural-model approach",2004,5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242264966&doi=10.1016%2fj.artint.2003.06.002&partnerID=40&md5=bfd4a43660349beaf2018f63fd1bd14f","European Commission

Deutsche Forschungsgemeinschaft

Austrian Science Fund","Final"
"Serruys P.W., Chichareon P., Modolo R., Leaman D.M., Reiber J.H.C., Emanuelsson H., di Mario C., Pijls N.H.J., Morel M.-A., Valgimigli M., Farooq V., van Klaveren D., Capodanno D., Andreini D., Bourantas C.V., Davies J., Banning A.P., Escaned J., Piek J.J., Echavarria-Pinto M., Taylor C.A., Thomsen B., Collet C., Pompilio G., Bartorelli A.L., Glocker B., Dressler O., Stone G.W., Onuma Y.","The SYNTAX score on its way out or … towards artificial intelligence: Part I",2021,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085154807&doi=10.4244%2feij-d-19-00543a&partnerID=40&md5=c125fa6361c10d3ee94daace49a83278","Bayer

GlaxoSmithKline

Medtronic

Chiesi Farmaceutici

Boston Scientific Corporation

Abbott Vascular

UK Research and Innovation

Engineering and Physical Sciences Research Council

National Institute for Health Research

European Commission

Fundação de Amparo à Pesquisa do Estado de São Paulo

Daiichi Sankyo Company

Innovate UK","Final"
"Lanza F., Seidita V., Chella A.","Agents and robots for collaborating and supporting physicians in healthcare scenarios",2020,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087202709&doi=10.1016%2fj.jbi.2020.103483&partnerID=40&md5=f56e48d0b3e910ffe40226cca2ddfacf","Horizon 2020 Framework Programme

European Commission","Final"
"Guemes A., Cappon G., Hernandez B., Reddy M., Oliver N., Georgiou P., Herrero P.","Predicting Quality of Overnight Glycaemic Control in Type 1 Diabetes Using Binary Classifiers",2020,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084721421&doi=10.1109%2fJBHI.2019.2938305&partnerID=40&md5=197c38bc9924ead3a201cd574b11c6ea","Horizon 2020 Framework Programme

Engineering and Physical Sciences Research Council","Final"
"Southall N.T., Natarajan M., Lau L.P.L., Jonker A.H., Deprez B., Guilliams T., Hunter L., Rademaker C.M.A., Hivert V., Ardigò D., Cavalla D., Colvis C., Hettne K., T-Hoen P.-B., Kant C., Krischer J., Marin F., Quintana J., Reed J., Tsigkos S., Thompson R., Aartsma-Rus A., IRDiRC Data Mining and Repurposing Task Force","The use or generation of biomedical data and existing medicines to discover and establish new treatments for patients with rare diseases-recommendations of the IRDiRC Data Mining and Repurposing Task Force",2019,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073431546&doi=10.1186%2fs13023-019-1193-3&partnerID=40&md5=ecdeb4462d7209ee9b96eeb92fd06c6e","Seventh Framework Programme

Seventh Framework Programme","Final"
"Carosi S., Frangioni A., Galli L., Girardi L., Vallese G.","A matheuristic for integrated timetabling and vehicle scheduling",2019,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068893261&doi=10.1016%2fj.trb.2019.07.004&partnerID=40&md5=2e393cf3b3ceac86f5221c30aca8ead3","Horizon 2020 Framework Programme

H2020 Marie Skłodowska-Curie Actions

Ministero dell’Istruzione, dell’Università e della Ricerca

Università di Pisa

Horizon 2020","Final"
"Trubins R., Jonsson R., Wallin I., Sallnäs O.","Explicating behavioral assumptions in forest scenario modelling – the behavioral matrix approach",2019,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026676310&doi=10.1016%2fj.forpol.2017.07.001&partnerID=40&md5=ade8d0e13424455d6841a0b5a4d2af63","Seventh Framework Programme","Final"
"Bessiere C., De Raedt L., Guns T., Kotthoff L., Nanni M., Nijssen S., O'Sullivan B., Paparrizou A., Pedreschi D., Simonis H.","The Inductive Constraint Programming Loop",2017,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032629075&doi=10.1109%2fMIS.2017.3711637&partnerID=40&md5=9178a6d574163fbe7da3930093535e2c","Seventh Framework Programme

European Commission","Final"
