Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Calderero F., Caselles V.","Recovering relative depth from low-level features without explicit T-junction detection and interpretation",2013,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879944914&doi=10.1007%2fs11263-013-0613-4&partnerID=40&md5=5ac609aab9a8e27ca585c75416f73909","Seventh Framework Programme

Generalitat de Catalunya

Institució Catalana de Recerca i Estudis Avançats

Gutenberg Forschungskolleg

Ministerio de Ciencia e Innovación","Final"
"Coelho J.R., Carriço J.A., Knight D., Martínez J.-L., Morrissey I., Oggioni M.R., Freitas A.T.","The Use of Machine Learning Methodologies to Analyse Antibiotic and Biocide Susceptibility in Staphylococcus aureus",2013,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874218295&doi=10.1371%2fjournal.pone.0055582&partnerID=40&md5=3cd3da2c44c1999f7e7a1e5390b64329","Seventh Framework Programme","Final"
"Santafé G., Lozano J.A., Larrañaga P.","Bayesian model averaging of naive Bayes for clustering",2006,19,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749410653&doi=10.1109%2fTSMCB.2006.874132&partnerID=40&md5=7fe79848b3f64a8e812ab5e164807888","Eusko Jaurlaritza

Euskal Herriko Unibertsitatea

European Social Fund","Final"
"De Miguel L., Gómez D., Rodríguez J.T., Montero J., Bustince H., Dimuro G.P., Sanz J.A.","General overlap functions",2019,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051092705&doi=10.1016%2fj.fss.2018.08.003&partnerID=40&md5=aec68f636719d829265ff2b5b1a084ae","Conselho Nacional de Desenvolvimento Científico e Tecnológico

Fundación Caja Navarra

Universidad Pública de Navarra

European Regional Development Fund

Agencia Estatal de Investigación","Final"
"Courtenay L.A., Yravedra J., Huguet R., Aramendi J., Maté-González M.Á., González-Aguilera D., Arriaza M.C.","Combining machine learning algorithms and geometric morphometrics: A study of carnivore tooth marks",2019,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062731527&doi=10.1016%2fj.palaeo.2019.03.007&partnerID=40&md5=603dcfab4653e781c2141f843c24ee4a","DST-NRF Centre of Excellence for Invasion Biology

Federación Española de Enfermedades Raras

Agència de Gestió d’Ajuts Universitaris i de Recerca

Ministerio de Educación, Cultura y Deporte

Ministerio de Economía y Competitividad

Universitat Rovira i Virgili

European Regional Development Fund

Ministerio de Economía, Industria y Competitividad, Gobierno de España","Final"
"Sobron I., Del Ser J., Eizmendi I., Velez M.","Device-Free People Counting in IoT Environments: New Insights, Results, and Open Challenges",2018,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042201558&doi=10.1109%2fJIOT.2018.2806990&partnerID=40&md5=d8dc7509cc345029c04990126da6f51b","European Commission

Eusko Jaurlaritza","Final"
"Reyes O., Altalhi A.H., Ventura S.","Statistical comparisons of active learning strategies over multiple datasets",2018,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041704799&doi=10.1016%2fj.knosys.2018.01.033&partnerID=40&md5=0b1c3e5238079044ac4f2a29de0bc02c","European Regional Development Fund","Final"
"Rigla M., Martínez-Sarriegui I., García-Sáez G., Pons B., Hernando M.E.","Gestational Diabetes Management Using Smart Mobile Telemedicine",2018,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042110767&doi=10.1177%2f1932296817704442&partnerID=40&md5=f6e96bd1ced1548df1c4ba80d5765a60","Seventh Framework Programme

European Commission","Final"
"Conde-Clemente P., Alonso J.M., Trivino G.","Toward automatic generation of linguistic advice for saving energy at home",2018,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995467111&doi=10.1007%2fs00500-016-2430-5&partnerID=40&md5=87b1e60a68070f9ab8389bebb287de11","Horizon 2020 Framework Programme

Ministerio de Economía y Competitividad

Ministerio de Ciencia e Innovación","Final"
"Torregrossa D., Hernández-Sancho F., Hansen J., Cornelissen A., Popov T., Schutz G.","Energy saving in wastewater treatment plants: A plant-generic cooperative decision support system",2017,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029715919&doi=10.1016%2fj.jclepro.2017.08.181&partnerID=40&md5=50704dcb7920a3ea173154e21f0f181f","Interreg

European Commission

Fonds National de la Recherche Luxembourg","Final"
"Chaves-González J.M., Pérez-Toledano M.A., Navasa A.","Teaching learning based optimization with Pareto tournament for the multiobjective software requirements selection",2015,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929851377&doi=10.1016%2fj.engappai.2015.04.002&partnerID=40&md5=ce40db00b75041cd7413fce0dd537239","Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Rico-Alvariño A., Heath Jr. R.W.","Learning-based adaptive transmission for limited feedback multiuser MIMO-OFDM",2014,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904320083&doi=10.1109%2fTWC.2014.2314104&partnerID=40&md5=12f647fccc68b3c4537764a0c4408a26","National Science Foundation","Final"
"Fernández-Navarro F., Campoy-Muñoz P., La Paz-Marín M.-De., Hervás-Martínez C., Yao X.","Addressing the EU sovereign ratings using an ordinal regression approach",2013,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890120267&doi=10.1109%2fTSMCC.2013.2247595&partnerID=40&md5=d49d22636401727aad404b0d55430269",,"Final"
"Santander-Jiménez S., Vega-Rodríguez M.A.","Applying a multiobjective metaheuristic inspired by honey bees to phylogenetic inference",2013,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882673571&doi=10.1016%2fj.biosystems.2013.07.001&partnerID=40&md5=758f0d892f3dba0313e1c1cb8b366d7c","European Regional Development Fund","Final"
"Sales J., Maŕn R., Cervera E., Rodŕiguez S., Ṕerez J.","Multi-sensor person following in low-visibility scenarios",2010,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650262911&doi=10.3390%2fs101210953&partnerID=40&md5=da573968ce5e69eaefa80ab44eeb4420","Seventh Framework Programme","Final"
"de Angulo V.R., Torras C.","Learning inverse kinematics: Reduced sampling through decomposition into virtual robots",2008,18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049143657&doi=10.1109%2fTSMCB.2008.928232&partnerID=40&md5=2bd870d6f9c3e8492c13f8661e0350b3","European Commission

Generalitat de Catalunya

Ministerio de Ciencia e Innovación","Final"
"Cacheda F., Fernandez D., Novoa F.J., Carneiro V.","Early detection of depression: Social network analysis and random forest techniques",2019,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068163180&doi=10.2196%2f12554&partnerID=40&md5=04e3328569132557beadd285acb26294","European Commission

Ministerio de Economía y Competitividad

European Regional Development Fund

Xunta de Galicia","Final"
"Gutierrez-Estevez D.M., Gramaglia M., Domenico A.D., Dandachi G., Khatibi S., Tsolkas D., Balan I., Garcia-Saavedra A., Elzur U., Wang Y.","Artificial intelligence for elastic management and orchestration of 5G networks",2019,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071685939&doi=10.1109%2fMWC.2019.1800498&partnerID=40&md5=6cfd5b977dcb5c2728af237b64f305d9","Horizon 2020 Framework Programme

European Commission","Final"
"Martín-Moreno R., Vega-Rodríguez M.A.","Multi-Objective Artificial Bee Colony algorithm applied to the bi-objective orienteering problem",2018,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046697494&doi=10.1016%2fj.knosys.2018.05.005&partnerID=40&md5=9b3365f8c778b2115cecc5c1269a32cf","European Commission

European Regional Development Fund

Agencia Estatal de Investigación

Junta de Extremadura","Final"
"Oguego C.L., Augusto J.C., Muñoz A., Springett M.","Using argumentation to manage users’ preferences",2018,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034859301&doi=10.1016%2fj.future.2017.09.040&partnerID=40&md5=af23413b3daf5997b554d062ca6eaf21","Ministerio de Economía y Competitividad

European Regional Development Fund

Agencia Estatal de Investigación","Final"
"Casado-Mansilla D., Moschos I., Kamara-Esteban O., Tsolakis A.C., Borges C.E., Krinidis S., Irizar-Arrieta A., Konstantinos K., Pijoan A., Tzovaras D., Lopez-De-Ipina D.","A Human-Centric Context-Aware IoT Framework for Enhancing Energy Efficiency in Buildings of Public Use",2018,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047014857&doi=10.1109%2fACCESS.2018.2837141&partnerID=40&md5=b513b698a3cb7b24e0b6cba419ebde27","Horizon 2020","Final"
"Rehman U., Audenaert W., Amerlinck Y., Maere T., Arnaldos M., Nopens I.","How well-mixed is well mixed? Hydrodynamic-biokinetic model integration in an aerated tank of a full-scale water resource recovery facility",2017,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032735514&doi=10.2166%2fwst.2017.330&partnerID=40&md5=ca55cec8ca118182fc11cdabd8590e1c","Marie Curie

Research Executive Agency

Seventh Framework Programme","Final"
"Peleg M., Shahar Y., Quaglini S., Fux A., García-Sáez G., Goldstein A., Hernando M.E., Klimov D., Martínez-Sarriegui I., Napolitano C., Parimbelli E., Rigla M., Sacchi L., Shalom E., Soffer P.","MobiGuide: a personalized and patient-centric decision-support system and its evaluation in the atrial fibrillation and gestational diabetes domains",2017,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014971002&doi=10.1007%2fs11257-017-9190-5&partnerID=40&md5=2c164ce3f4ff4849324c210c6fad7cdd","Seventh Framework Programme","Final"
"Agostini A., Torras C., Wörgötter F.","Efficient interactive decision-making framework for robotic applications",2017,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928556182&doi=10.1016%2fj.artint.2015.04.004&partnerID=40&md5=415edb189ab7ddb6fe62ad04d45522b3","Seventh Framework Programme","Final"
"Castillo P.A., Mora A.M., Faris H., Merelo J.J., García-Sánchez P., Fernández-Ares A.J., De las Cuevas P., García-Arenas M.I.","Applying computational intelligence methods for predicting the sales of newly published books in a real editorial business management environment",2017,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995912428&doi=10.1016%2fj.knosys.2016.10.019&partnerID=40&md5=1e2f76901e6732130da1b6d7b7ad48ca","Universidad de Granada

European Regional Development Fund","Final"
"Marco-Ruiz L., Pedrinaci C., Maldonado J.A., Panziera L., Chen R., Bellika J.G.","Publication, discovery and interoperability of Clinical Decision Support Systems: A Linked Data approach",2016,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978743949&doi=10.1016%2fj.jbi.2016.07.011&partnerID=40&md5=f92717c4f3c4247cb58e2d759dc8f44f","European Commission

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Reyes O., Pérez E., Rodríguez-Hernández M.D.C., Fardoun H.M., Ventura S.","JCLAL: A Java framework for active learning",2016,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988931101&partnerID=40&md5=1efdc7b180c4de2a635f71c72377fb95","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Reyes O., Morell C., Ventura S.","Effective lazy learning algorithm based on a data gravitation model for multi-label learning",2016,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957894368&doi=10.1016%2fj.ins.2016.01.006&partnerID=40&md5=4bec2d6bafd22b88aebaa06e41a086b6","European Regional Development Fund","Final"
"Jimeno Yepes A.J., Plaza L., Carrillo-de-Albornoz J., Mork J.G., Aronson A.R.","Feature engineering for MEDLINE citation categorization with MeSH",2015,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928573052&doi=10.1186%2fs12859-015-0539-7&partnerID=40&md5=d3a73bb1b5fc1d9422696271e83190fe","U.S. National Library of Medicine","Final"
"Dragone M., Amato G., Bacciu D., Chessa S., Coleman S., Rocco M.D., Gallicchio C., Gennaro C., Lozano H., Maguire L., McGinnity M., Micheli A., O'Hare G.M.P., Renteria A., Saffiotti A., Vairo C., Vance P.","A cognitive robotic ecology approach to self-configuring and evolving AAL systems",2015,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941034110&doi=10.1016%2fj.engappai.2015.07.004&partnerID=40&md5=11f8c968fca56c0d54a8806f7a0f01d1","Seventh Framework Programme","Final"
"Haro D., Solera A., Paredes J., Andreu J.","Methodology for drought risk assessment in within-year regulated reservoir systems. Application to the Orbigo River system (Spain)",2014,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927804252&doi=10.1007%2fs11269-014-0710-3&partnerID=40&md5=8c564c4a0cf895c9d4cb59644c28fc46","Seventh Framework Programme

European Commission

Secretaría de Estado de Investigacion, Desarrollo e Innovacion

Comisión Interministerial de Ciencia y Tecnología","Final"
"Vera-Del-Campo J., Pegueroles J., Hernández-Serrano J., Soriano M.","DocCloud: A document recommender system on cloud computing with plausible deniability",2014,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889090038&doi=10.1016%2fj.ins.2013.04.007&partnerID=40&md5=776af5ca47024ce4dd5c7e9dec384770","European Regional Development Fund

Académie de recherche et d'enseignement supérieur","Final"
"García J.M., Junghans M., Ruiz D., Agarwal S., Ruiz-Cortés A.","Integrating semantic Web services ranking mechanisms using a common preference model",2013,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879879576&doi=10.1016%2fj.knosys.2013.04.007&partnerID=40&md5=714af2243db9dfada4f111e805ee6298","Seventh Framework Programme

European Commission

Seventh Framework Programme

Comisión Interministerial de Ciencia y Tecnología

European Regional Development Fund

Junta de Andalucía","Final"
"Silva-Rocha R., De Lorenzo V.","Implementing an OR-NOT (ORN) logic gate with components of the SOS regulatory network of Escherichia coli",2011,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960364320&doi=10.1039%2fc1mb05094j&partnerID=40&md5=170226af61d9b9250045efe368ffa05c","Seventh Framework Programme","Final"
"Rodriguez-Moreno M.D., Oddi A., Borrajo D., Cesta A.","IPSS: A hybrid approach to planning and scheduling integration",2006,17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750832519&doi=10.1109%2fTKDE.2006.191&partnerID=40&md5=82ba97f78b2465930636b7e86eea4d3a","European Commission

Ministero dell’Istruzione, dell’Università e della Ricerca

Agenzia Spaziale Italiana

Universidad de Alcalá

Comisión Interministerial de Ciencia y Tecnología","Final"
"Alcantud J.C.R., Feng F., Yager R.R.","An N-Soft Set Approach to Rough Sets",2020,16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096038424&doi=10.1109%2fTFUZZ.2019.2946526&partnerID=40&md5=96301ee986fc634c6266e74a421a6f70","National Natural Science Foundation of China

Natural Science Basic Research Program of Shaanxi Province","Final"
"Górriz J.M., Ramírez J., Ortíz A., Martínez-Murcia F.J., Segovia F., Suckling J., Leming M., Zhang Y.-D., Álvarez-Sánchez J.R., Bologna G., Bonomini P., Casado F.E., Charte D., Charte F., Contreras R., Cuesta-Infante A., Duro R.J., Fernández-Caballero A., Fernández-Jover E., Gómez-Vilda P., Graña M., Herrera F., Iglesias R., Lekova A., de Lope J., López-Rubio E., Martínez-Tomás R., Molina-Cabello M.A., Montemayor A.S., Novais P., Palacios-Alonso D., Pantrigo J.J., Payne B.R., de la Paz López F., Pinninghoff M.A., Rincón M., Santos J., Thurnhofer-Hemsi K., Tsanas A., Varela R., Ferrández J.M.","Artificial intelligence within the interplay between natural and artificial computation: Advances in data science, trends and applications",2020,16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086822378&doi=10.1016%2fj.neucom.2020.05.078&partnerID=40&md5=fec310f19f563c7f02b6e12ba2c34936","National Institutes of Health

U.S. Department of Defense

National Institute on Aging

National Institute of Biomedical Imaging and Bioengineering

Alzheimer's Association

Abbott Laboratories

Bristol-Myers Squibb

Alzheimer's Drug Discovery Foundation

Eli Lilly and Company

Pfizer

Genentech

Roche

Biogen

University of Southern California

Biogen Idec

AbbVie

GE Healthcare

F. Hoffmann-La Roche

Alzheimer's Disease Neuroimaging Initiative

BioClinica

University of California, San Diego

Northern California Institute for Research and Education

Comunidad de Madrid

Johnson and Johnson Pharmaceutical Research and Development

Janssen Alzheimer Immunotherapy Research And Development

Medical Research Council

Engineering and Physical Sciences Research Council

Royal Society

British Council

National Natural Science Foundation of China

Eisai

Ministerio de Ciencia e InnovaciÃ³n

Fujirebio Europe

H. Lundbeck A/S","Final"
